Const 	12.246801	23.511121	3.7091436	2.1764069
Cos1	7.0481969	6.1681312	1.3842879	-0.4713056
Cos2	-3.0928509	-0.7124293	0.1899543	-0.0948302
Cos3	-1.2935699	0.2640897	0.0647574	-0.1372124
Cos4	0.0884275	-0.2602568	-0.0045988	-0.0509513
Cos5	-0.0274394	0.0211500	0.0295777	0.0340843
Cos6	-0.2723690	0.2260950	0.1237925	-0.0056936
Sin1	-1.0729358	1.0434480	0.4866616	-0.2832799
Sin2	0.1829594	-0.3088645	-0.4396647	-0.0853116
Sin3	0.6604424	-0.6493409	-0.3368631	0.0876408
Sin4	0.1005881	0.3886247	0.2038886	0.0708100
Sin5	-0.3857214	-0.0406112	0.0022551	-0.0345108
Sin6	-0.3237388	-0.0072146	0.0360084	-0.0328183
