Const 	6.3011691	19.882410	2.9663179	1.8560835
Cos1	3.2522103	6.5577617	0.8165399	-0.3102606
Cos2	-0.2114976	-1.5086115	-0.3559603	0.0363061
Cos3	0.3216365	0.5457940	0.3101074	0.0574751
Cos4	-0.3236900	-0.0926016	0.0969373	-0.0304515
Cos5	0.1705425	-0.0363445	-0.0530104	0.0657831
Cos6	0.0919870	-0.0801630	-0.0685254	0.0046886
Sin1	-0.6934043	1.6156140	0.7957589	-0.0660346
Sin2	-0.1779372	-0.0385058	-0.4427029	-0.3614867
Sin3	-0.3675894	-0.1844160	-0.1514768	0.1820734
Sin4	-0.0095432	0.2427321	0.0079244	-0.1546944
Sin5	-0.2508516	-0.1503851	0.1311359	0.0449006
Sin6	-0.0501051	0.1889811	-0.0278058	-0.0735363
