Const	11.079053	34.861338	14.029090	3.4220465
Cos1	4.1699214	0.5744557	-1.3842857	0.4028692
Cos2	-0.9658989	-0.1541219	1.1574677	-0.2531135
Cos3	0.0279207	0.0996518	-0.0873445	0.0106004
Cos4	-0.4720379	0.3018352	-0.0615509	-0.0742099
Cos5	-1.5195664	0.5499986	1.6123139	-0.3866223
Cos6	-0.3379223	0.1188457	-0.1510271	0.0490352
Sin1	0.1850361	-0.9399275	-0.9182647	0.0524233
Sin2	0.9907980	0.7029813	2.3111699	0.0841725
Sin3	1.8820018	-1.8050634	-3.7862923	0.5047521
Sin4	-0.2299877	0.9825936	1.4829554	-0.1756267
Sin5	0.1177325	-0.1316252	-0.5813177	0.0187723
Sin6	0.4769764	-0.2683708	-0.5264568	0.1440127
