Const	12.476319	20.246945	3.6281879	2.3277229
Cos1	3.2499986	6.3272640	0.6698318	-0.4858124
Cos2	-1.1075362	-1.4599147	-0.3852461	0.1280848
Cos3	0.6225175	0.3086182	0.1095518	0.0089136
Cos4	-0.3542281	-0.1153670	0.0526728	0.0276094
Cos5	0.2671344	0.1107047	0.0057801	0.0238859
Cos6	-0.3752618	-0.0009860	0.0285045	-0.0548770
Sin1	1.4611384	1.6000042	0.6870284	-0.1301243
Sin2	0.2284218	-0.7198501	-0.3840291	0.0340882
Sin3	0.4288793	-0.1125998	-0.2271862	0.2046926
Sin4	0.2506734	0.3105266	0.0346479	-0.1601615
Sin5 	-0.2895276	-0.0826342	0.0748516	0.0745035
Sin6	-0.1769982	0.1807557	0.0362094	-0.0670459
