Const	12.711536	29.569787	8.9235846	3.1418689
Cos1	4.9489144	2.0663746	-0.3959043	-0.1798111
Cos2	-1.0776907	-0.8581226	0.2240828	0.3055958
Cos3	-0.0211482	0.5545988	0.0910289	-0.2134250
Cos4	0.5794038	-0.4939224	-0.7516799	0.2001867
Cos5	-0.1073198	0.1338599	0.4166312	-0.1595720
Cos6	0.8659962	-0.3565078	-0.6280915	0.1716463
Sin1	0.8146984	-0.9584897	-0.5490000	-0.0065597
Sin2	-1.7790744	1.3059783	1.7359490	-0.1868292
Sin3	-0.4836395	-0.3825059	0.1860379	0.0732792
Sin4	1.2052806	-0.0530653	-0.6072967	0.2371617
Sin5	-0.2396832	-0.2381297	-0.1249757	-0.2952748
Sin6	0.0526640	0.3266970	0.1939607	0.1567970
