Const	15.331818	25.003303	5.3349772	2.7809839
Cos1	4.1810730	4.5250853	1.0679711	-0.3268181
Cos2	-3.2206392	-0.8886874	0.3065835	-0.0343280
Cos3	0.6871455	0.3283599	-0.1866135	0.0969452
Cos4	0.0282788	-0.1830582	-0.0734927	-0.0494360
Cos5	0.0993148	0.1314636	0.1240323	0.1423388
Cos6	0.3725189	-0.1355825	-0.3131202	0.0096009
Sin1	1.4101789	-0.1568086	0.1102321	-0.1550980
Sin2	-2.6020856	1.6360826	1.1559140	-0.1344462
Sin3	0.4061787	-1.2011198	-0.6349193	0.1635120
Sin4	0.2637291	0.6574644	0.4102871	-0.1738405
Sin5	-0.0483039	-0.4113837	-0.2488912	0.1343180
Sin6	-0.1032221	0.1704081	0.1341458	-0.0425656
